438,0001-01-01 00:00:05.632,OF,5632402,245,0,0,-0.001539119,0.00200328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0001-01-01 00:00:05.652,OF,5652323,245,0,0,-0.0007589087,0.001622559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,0001-01-01 00:00:05.672,OF,5672381,245,0,0,0.001549797,-0.000609949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,0001-01-01 00:00:05.692,OF,5692339,245,0,0,0.001866058,-0.003218638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,0001-01-01 00:00:05.712,OF,5712401,245,0,0,-0.0002178923,-0.002076705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,0001-01-01 00:00:05.732,OF,5732366,245,0,0,-0.002230967,-0.0002503591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,0001-01-01 00:00:05.752,OF,5752397,245,0,0,-0.001421787,0.0009661628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,0001-01-01 00:00:05.772,OF,5772379,245,0,0,-0.0004242671,0.0008578522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,0001-01-01 00:00:05.792,OF,5792331,245,0,0,0.001093374,-0.001482264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,0001-01-01 00:00:05.812,OF,5812374,245,0,0,0.0005090412,-0.002271855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,0001-01-01 00:00:05.832,OF,5832330,245,0,0,-0.0006762695,-0.001344472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,0001-01-01 00:00:05.852,OF,5852396,245,0,0,-0.0004967899,-0.0003550314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,0001-01-01 00:00:05.872,OF,5872377,245,-0.017559,-1.535057E-09,-0.001138418,0.000872056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,0001-01-01 00:00:05.892,OF,5892389,245,0,0,-0.0003167145,0.0002929239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,0001-01-01 00:00:05.912,OF,5912380,245,-0.017479,-1.528063E-09,0.0007670115,-0.001108448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,0001-01-01 00:00:05.932,OF,5932358,245,0,0,0.000702312,-0.002199199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,0001-01-01 00:00:05.952,OF,5952379,245,0,0,-0.0002203647,-0.0008339447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,0001-01-01 00:00:05.972,OF,5972338,245,-0.017512,-1.530948E-09,-0.0001590119,-0.0003233941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
